Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Bezorgkosten;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
Arnhem Centrum;Devin Lardinois;06-40061979;DevinLardinois@gustr.com;Hommelseweg 185;Arnhem;donderdag 5 januari 2017;Afhalen;donderdag 5 januari 2017;16:51;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Bussum;Taha Benjamins;06-40575336;TahaBenjamins@einrot.com;Aagje Dekenlaan 121;Bussum;woensdag 17 april 2019;Afhalen;woensdag 17 april 2019;20:32;Funghi;Medium Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 4,95;€ 4,95;25% korting op je bestelling;€ 1,24;€ 3,71

Weert;Ridwan Heutinck;06-19106992;RidwanHeutinck@armyspy.com;Doolhofstraat 88;Weert;maandag 30 januari 2017;Bezorgen;maandag 30 januari 2017;17:36;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 46,80;;€ 0,00;€ 46,80
;;;;;;;;;;Caprese;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 14,95;;;;

Sneek;Annamarie Theuns;06-97640201;AnnamarieTheuns@cuvox.de;Klam 121;Sneek;donderdag 7 september 2017;Afhalen;donderdag 7 september 2017;16:21;Veggi;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;€ 42,75;;€ 0,00;€ 42,75
;;;;;;;;;;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;

Etten Leur;Teun van der Poll;06-47974607;TeunvanderPoll@armyspy.com;Beukenlaan 75;Etten-Leur;zaterdag 28 januari 2017;Afhalen;zaterdag 28 januari 2017;18:07;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 9,95;€ 77,65;;€ 0,00;€ 77,65
;;;;;;;;;;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 23,90;;;;

Delfzijl;Charisse Sanders;06-53787220;CharisseSanders@rhyta.com;Schuitenzand 113;Delfzijl;dinsdag 8 augustus 2017;Afhalen;dinsdag 8 augustus 2017;18:50;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 15,90;€ 15,90;3e pizza gratis bij bezorgen;€ 0,00;€ 15,90

Den Bosch Empel;Fennie Vankan;06-79836694;FennieVankan@fleckens.hu;Zesde Rompert 149;s-Hertogenbosch;zondag 14 mei 2017;Bezorgen;zondag 14 mei 2017;19:44;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 6,95;€ 77,65;;€ 0,00;€ 77,65
;;;;;;;;;;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;€ 2,00;4;;€ 0,00;€ 47,80;;;;
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;

Meppel;Kishen van der Veeke;06-49247144;KishenvanderVeeke@rhyta.com;Jan van Galenstraat 66;Meppel;vrijdag 17 maart 2017;Bezorgen;vrijdag 17 maart 2017;20:25;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;€ 2,00;2;;€ 0,00;€ 25,90;€ 53,70;;€ 0,00;€ 53,70
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;4;;€ 0,00;€ 27,80;;;;

Hellevoetsluis;Sertaç van Helden;06-72690772;SertacvanHelden@einrot.com;Burchtpad 53;Hellevoetsluis;woensdag 30 mei 2018;Afhalen;woensdag 30 mei 2018;20:33;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;€ 49,25;;€ 0,00;€ 49,25
;;;;;;;;;;Funghi;Italian Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;;1;Chicken Kebab, Knoflooksaus Swirl, Ananas, Geitenkaas;€ 4,50;€ 9,45;;;;

Diemen;Charlie Doornkamp;06-82304733;CharlieDoornkamp@armyspy.com;Henry Dunantlaan 44;Diemen;dinsdag 3 oktober 2017;Afhalen;dinsdag 3 oktober 2017;18:03;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 7,95;€ 18,90;3e pizza gratis bij bezorgen;€ 0,00;€ 18,90
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;

Noordwijk;Faisa Giesberts;06-87829508;FaisaGiesberts@jourrapide.com;Langevelderlaan 35;Noordwijk;woensdag 11 januari 2017;Bezorgen;woensdag 11 januari 2017;17:25;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 11,95;3e pizza gratis bij bezorgen;€ 0,00;€ 11,95

Naaldwijk;Djuri Noordam;06-22422817;DjuriNoordam@einrot.com;Catharina van Abbenbroekstraat 169;Naaldwijk;maandag 2 januari 2017;Afhalen;maandag 2 januari 2017;18:33;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;€ 23,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 23,90

Zaandam;Sofian Buijsen;06-47569055;SofianBuijsen@teleworm.us;Kommerveldlaan 43;Eygelshoven;maandag 25 september 2017;Afhalen;maandag 25 september 2017;16:47;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;;1;Kaasmix, Kaasmix, Champignons, Gorgonzola;€ 5,00;€ 11,95;€ 33,85;3e pizza gratis bij bezorgen;€ 0,00;€ 33,85
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;;;;

Nootdorp;Romme Bak;06-31408907;RommeBak@jourrapide.com;Asserstraat 155;Ubbena;maandag 18 februari 2019;Afhalen;maandag 18 februari 2019;20:53;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 12,95;€ 21,90;3e pizza gratis bij bezorgen;€ 0,00;€ 21,90
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;;;;

Oud Beijerland;Rayane Bosgra;06-56004598;RayaneBosgra@dayrep.com;Waalhavenstraat 98;Oud-Beijerland;vrijdag 11 mei 2018;Afhalen;vrijdag 11 mei 2018;19:45;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 12,95;€ 112,55;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 110,55
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;;4;;€ 0,00;€ 55,80;;;;

Waalwijk;Fardau van den Anker;06-37129240;FardauvandenAnker@dayrep.com;Bernhardstraat 9;Waalwijk;donderdag 20 september 2018;Bezorgen;donderdag 20 september 2018;20:09;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 21,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 21,90

Groningen Paterswoldseweg;Fennechien Shah;06-19011539;FennechienShah@teleworm.us;Zoutstraat 163;Groningen;donderdag 12 oktober 2017;Bezorgen;donderdag 12 oktober 2017;19:17;Funghi;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 10,95;€ 87,60;;€ 0,00;€ 87,60
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;€ 2,00;4;;€ 0,00;€ 39,80;;;;
;;;;;;;;;;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 14,95;;;;
;;;;;;;;;;Funghi;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;

Haarlem Zuid;Laurence Hermse;06-24545430;LaurenceHermse@armyspy.com;Generaal Cronjestraat 58;Haarlem;maandag 8 januari 2018;Bezorgen;maandag 8 januari 2018;19:19;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 14,95;€ 14,95;;€ 0,00;€ 14,95

Oosterhout;Cas Withagen;06-72142999;CasWithagen@einrot.com;Vorselaar 121;Oosterhout;dinsdag 26 maart 2019;Afhalen;dinsdag 26 maart 2019;19:05;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Gouda;Jaco de Krom;06-12826032;JacodeKrom@fleckens.hu;Leenmanslag 30;Gouda;maandag 27 november 2017;Afhalen;maandag 27 november 2017;20:00;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;;1;;€ 0,00;€ 8,95;€ 66,65;;€ 0,00;€ 66,65
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Hawaii;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;;;;

Nieuwegein;Arsen van Tussenbroek;06-81379505;ArsenvanTussenbroek@armyspy.com;Schermerhornpark 169;Nieuwegein;donderdag 5 oktober 2017;Bezorgen;donderdag 5 oktober 2017;18:59;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 77,65;;€ 0,00;€ 77,65
;;;;;;;;;;Veggi;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;

Papendrecht;Aiden van 't Veer;06-82029137;AidenvantVeer@teleworm.us;Pieter Jacobus Oudstraat 24;Papendrecht;woensdag 14 juni 2017;Bezorgen;woensdag 14 juni 2017;18:28;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 10,95;€ 53,75;;€ 0,00;€ 53,75
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Hawaii;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;1;Kip;€ 1,00;€ 15,95;;;;

Enschede West;Mira Barendrecht;06-94998012;MiraBarendrecht@einrot.com;Berninkholthoek 64;Enschede;woensdag 5 april 2017;Afhalen;woensdag 5 april 2017;18:44;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;€ 26,85;;€ 0,00;€ 26,85
;;;;;;;;;;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;

Woerden;Jackelien Rosbergen;06-52903516;JackelienRosbergen@dayrep.com;Meerkoet 133;Harmelen;dinsdag 12 september 2017;Afhalen;dinsdag 12 september 2017;17:38;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;€ 54,75;;€ 0,00;€ 54,75
;;;;;;;;;;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Americana;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;;;;

Tilburg Laarstraat;Engelien van Leijen;06-18914909;EngelienvanLeijen@armyspy.com;Kornalijnhof 120;Tilburg;zondag 22 december 2019;Afhalen;zondag 22 december 2019;19:48;Americana;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;€ 15,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 15,90

Maarssen;Bessel van der Steeg;06-79380325;BesselvanderSteeg@gustr.com;Croocklaan 107;Maarssen;zaterdag 2 maart 2019;Bezorgen;zaterdag 2 maart 2019;16:51;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 68,75;;€ 0,00;€ 68,75
;;;;;;;;;;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 29,90;;;;
;;;;;;;;;;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;

Bergen op Zoom;Tjalle Mud;06-25409746;TjalleMud@rhyta.com;Korte Dubbelstraat 79;Bergen op Zoom;zondag 18 augustus 2019;Bezorgen;zondag 18 augustus 2019;16:53;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 47,80;;€ 0,00;€ 47,80
;;;;;;;;;;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;€ 2,00;2;Chicken Kebab, Chorizo, Champignons, Chorizo;€ 5,00;€ 23,90;;;;

Delfzijl;Tos Twigt;06-52078160;TosTwigt@superrito.com;Molenstraat 106;Farmsum;vrijdag 28 september 2018;Afhalen;vrijdag 28 september 2018;16:17;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 17,90;€ 58,70;;€ 0,00;€ 58,70
;;;;;;;;;;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 17,90;;;;

Spijkenisse;Anthony Reekers;06-49261357;AnthonyReekers@armyspy.com;Zwaag 60;Hekelingen;maandag 30 oktober 2017;Bezorgen;maandag 30 oktober 2017;20:53;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 13,95;25% korting op je bestelling;€ 3,49;€ 10,46

Amersfoort;Betsy Mercera;06-16381190;BetsyMercera@rhyta.com;Diamantweg 22;Amersfoort;zondag 11 maart 2018;Bezorgen;zondag 11 maart 2018;18:14;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;€ 2,00;2;Beenham, Bacon, Chicken Kebab, Kaasmix;€ 6,00;€ 31,90;€ 88,00;;€ 0,00;€ 88,00
;;;;;;;;;;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 15,95;;;;
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Cinnabites;;;€ 1,95; ; 2;;;€ 3,90;;;;
;;;;;;;;;;Chili Saus;;;€ 0,25; ; 2;;;€ 0,50;;;;
;;;;;;;;;;0.33 liter Fanta;;;€ 1,50; ; 2;;;€ 3,00;;;;
;;;;;;;;;;Hot Choco Cakes;;;€ 1,95; ; 2;;;€ 3,90;;;;

Maastricht;Caro Çakir;06-76443499;CaroCakir@dayrep.com;Bellomontedomein 111;Maastricht;zondag 8 september 2019;Bezorgen;zondag 8 september 2019;18:56;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

Weert;Peter-Jan van der Vliet;06-45954239;Peter-JanvanderVliet@einrot.com;Industriekade 105;Weert;vrijdag 15 december 2017;Afhalen;vrijdag 15 december 2017;20:18;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 9,95;€ 27,85;;€ 0,00;€ 27,85
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 17,90;;;;

Heemskerk;Kadriye Donkervoort;06-77096368;KadriyeDonkervoort@einrot.com;Zuurbeshof 15;Heemskerk;vrijdag 7 april 2017;Afhalen;vrijdag 7 april 2017;20:25;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;€ 50,65;25% korting op je bestelling;€ 12,66;€ 37,99
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 9,90;;;;
;;;;;;;;;;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;;;;

Delft Binnenwatersloot;Nanja Balk;06-23423470;NanjaBalk@fleckens.hu;Dirklangendwarsstraat 96;Delft;vrijdag 10 augustus 2018;Bezorgen;vrijdag 10 augustus 2018;16:03;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 74,65;3e pizza gratis bij bezorgen;€ 7,95;€ 66,70
;;;;;;;;;;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;4;;€ 0,00;€ 35,80;;;;
;;;;;;;;;;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 14,95;;;;

Breda Graaf Hendrik III Plein;Mariano van Jaarsveld;06-44839498;MarianovanJaarsveld@fleckens.hu;Hyacintplein 64;Breda;zondag 7 mei 2017;Afhalen;zondag 7 mei 2017;16:23;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 13,90;€ 65,65;2e pizza gratis bij afhalen;€ 6,95;€ 58,70
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 23,90;;;;

Zoetermeer;Christianne Plas;06-73715631;ChristiannePlas@rhyta.com;Irenelaan 85;Zoetermeer;zaterdag 8 juni 2019;Bezorgen;zaterdag 8 juni 2019;19:09;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 21,90;;€ 0,00;€ 21,90

Utrecht Adelaarstraat;Lokman van Rinsum;06-29430199;LokmanvanRinsum@jourrapide.com;Van Duvenvoordestraat 166;Utrecht;zaterdag 23 november 2019;Afhalen;zaterdag 23 november 2019;16:31;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;€ 8,95;2e pizza gratis bij afhalen;€ 0,00;€ 8,95

Zwolle Bachplein;Tea Kelly;06-71158797;TeaKelly@teleworm.us;Dokter van Deenweg 44;Zwolle;zaterdag 9 februari 2019;Afhalen;zaterdag 9 februari 2019;18:15;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 17,90;€ 17,90;;€ 0,00;€ 17,90

Zeist;Ethan Jurgens;06-86643665;EthanJurgens@teleworm.us;Oude Arnhemseweg 107;Zeist;donderdag 11 mei 2017;Bezorgen;donderdag 11 mei 2017;20:44;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Alkmaar;Milka Jolink;06-94289583;MilkaJolink@jourrapide.com;Sauerlandstraat 129;Alkmaar;maandag 19 maart 2018;Afhalen;maandag 19 maart 2018;19:29;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;;1;Chorizo, Chorizo;€ 2,00;€ 12,95;€ 12,95;;€ 0,00;€ 12,95

Vlaardingen;Cindy Boer;06-38011962;CindyBoer@rhyta.com;Korte Hoogstraat 107;Vlaardingen;vrijdag 15 november 2019;Afhalen;vrijdag 15 november 2019;18:24;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 19,90;€ 28,85;;€ 0,00;€ 28,85
;;;;;;;;;;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;;1;;€ 0,00;€ 8,95;;;;

Geleen;Akke Rijlaarsdam;06-55690429;AkkeRijlaarsdam@gustr.com;Westlandstraat 122;Sittard;donderdag 12 oktober 2017;Bezorgen;donderdag 12 oktober 2017;17:16;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 39,85;3e pizza gratis bij bezorgen;€ 0,00;€ 39,85
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;

Gorinchem;Sebahat Raatjes;06-28424413;SebahatRaatjes@einrot.com;Colvenierstraat 16;Gorinchem;maandag 29 oktober 2018;Bezorgen;maandag 29 oktober 2018;18:18;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;€ 2,00;4;;€ 0,00;€ 43,80;€ 71,20;25% korting op je bestelling;€ 17,80;€ 53,40
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;Verse Tomaat, Chorizo, Kip, Basilicum;€ 3,50;€ 13,45;;;;

Emmen;Nasim Hein;06-50583320;NasimHein@rhyta.com;Oude Zuidbargerstraat 113;Emmen;zondag 21 juli 2019;Afhalen;zondag 21 juli 2019;18:04;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;€ 40,80;;€ 0,00;€ 40,80
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;;;;

Helmond;Grace te Winkel;06-60360163;GraceteWinkel@armyspy.com;Vossenstraat 161;Helmond;vrijdag 5 april 2019;Afhalen;vrijdag 5 april 2019;19:14;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;;4;;€ 0,00;€ 51,80;€ 75,70;;€ 0,00;€ 75,70
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;;2;Ananas, Bacon, Pepperoni, Bacon;€ 4,00;€ 23,90;;;;

Voorburg;Mahir Sterrenburg;06-69135007;MahirSterrenburg@einrot.com;Watermanstraat 9;Amsterdam;dinsdag 22 oktober 2019;Bezorgen;dinsdag 22 oktober 2019;16:16;Americana;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;4;Knoflooksaus Swirl, Pepperoni, Verse Tomaat, Verse Tomaat;€ 3,50;€ 49,80;€ 73,70;3e pizza gratis bij bezorgen;€ 0,00;€ 73,70
;;;;;;;;;;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 23,90;;;;

Voorburg;Curtis Commandeur;06-83749244;CurtisCommandeur@dayrep.com;Zwanenveld 48;Nijmegen;maandag 2 oktober 2017;Bezorgen;maandag 2 oktober 2017;17:38;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;€ 2,00;2;;€ 0,00;€ 13,90;€ 41,80;25% korting op je bestelling;€ 10,45;€ 31,35
;;;;;;;;;;Veggi;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;Salami;€ 1,00;€ 27,90;;;;

Helmond;Vinod Korporaal;06-40292609;VinodKorporaal@rhyta.com;Dinkelstraat 149;Helmond;zondag 21 mei 2017;Afhalen;zondag 21 mei 2017;20:56;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;€ 34,85;;€ 0,00;€ 34,85
;;;;;;;;;;Americana;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;

Dordrecht Bamendaweg;Imme van den Eijnde;06-52036551;ImmevandenEijnde@dayrep.com;Wouwstraat 42;Dordrecht;zondag 19 maart 2017;Afhalen;zondag 19 maart 2017;19:48;Veggi;Italian Pizza;Tomatensaus;€ 6,95;;2;Rode Ui, Shoarma;€ 2,50;€ 20,90;€ 20,90;;€ 0,00;€ 20,90

Lelystad;Neeltje Beijers;06-81071905;NeeltjeBeijers@armyspy.com;Buitenplaats 16;Lelystad;maandag 16 oktober 2017;Afhalen;maandag 16 oktober 2017;17:21;Americana;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;€ 30,85;;€ 0,00;€ 30,85
;;;;;;;;;;Americana;Large Pizza;Tomatensaus;€ 6,95;;2;Groene Olijven;€ 1,00;€ 23,90;;;;

