Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Bezorgkosten;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
Middelburg;Marij van Tol;06-77574358;MarijvanTol@einrot.com;Haringvlietstraat 97;Middelburg;woensdag 15 augustus 2018;Bezorgen;woensdag 15 augustus 2018;20:28;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;€ 2,00;4;Tonijn, Ananas;€ 2,50;€ 65,80;€ 79,75;3e pizza gratis bij bezorgen;€ 0,00;€ 79,75
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;

Lelystad;Evelyne Fleuren;06-37632579;EvelyneFleuren@dayrep.com;Gondel 120;Lelystad;dinsdag 17 september 2019;Bezorgen;dinsdag 17 september 2019;20:37;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 14,95;€ 49,80;;€ 0,00;€ 49,80
;;;;;;;;;;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;€ 2,00;2;;€ 0,00;€ 23,90;;;;

Rotterdam Mariniersweg;Jorginho Mandemaker;06-52530607;JorginhoMandemaker@dayrep.com;Aleidisstraat 108;Rotterdam;woensdag 1 februari 2017;Bezorgen;woensdag 1 februari 2017;16:31;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 10,95;€ 38,85;3e pizza gratis bij bezorgen;€ 0,00;€ 38,85
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;

Apeldoorn;Bor van Malsen;06-39703612;BorvanMalsen@armyspy.com;Uttilochweg 45;Uddel;donderdag 15 maart 2018;Afhalen;donderdag 15 maart 2018;17:37;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;€ 34,85;;€ 0,00;€ 34,85
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;

Den Haag Goudenregenplein;Jorben Hijmans;06-57605267;JorbenHijmans@gustr.com;MacKaypad 33;Nijmegen;maandag 31 december 2018;Afhalen;maandag 31 december 2018;19:52;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;;1;Spaanse Pepers;€ 1,00;€ 10,95;€ 10,95;;€ 0,00;€ 10,95

Hellevoetsluis;Elza Nolet;06-80204775;ElzaNolet@gustr.com;Getijstroom 27;Hellevoetsluis;vrijdag 17 maart 2017;Bezorgen;vrijdag 17 maart 2017;17:59;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;4;;€ 0,00;€ 43,80;€ 132,45;;€ 0,00;€ 132,45
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 55,80;;;;
;;;;;;;;;;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;

Utrecht Marnixlaan;Albina Kolff;06-63014751;AlbinaKolff@teleworm.us;Groeneweg 162;Utrecht;zondag 4 juni 2017;Afhalen;zondag 4 juni 2017;18:07;Hawaii;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;€ 35,80;3e pizza gratis bij bezorgen;€ 0,00;€ 35,80
;;;;;;;;;;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;;2;;€ 0,00;€ 13,90;;;;

Den Haag Oude Haagweg;Jayro van der Wurff;06-37782816;JayrovanderWurff@jourrapide.com;De Skelp 122;Sint Annaparochie;vrijdag 7 april 2017;Afhalen;vrijdag 7 april 2017;16:43;Americana;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;€ 93,55;;€ 0,00;€ 93,55
;;;;;;;;;;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;;4;Geitenkaas, Basilicum, Ham, Beenham;€ 4,00;€ 47,80;;;;
;;;;;;;;;;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 9,95;;;;

Leidschendam;Siska van der West;06-27889700;SiskavanderWest@armyspy.com;Willem Pijperlaan 121;Leidschendam;vrijdag 15 september 2017;Afhalen;vrijdag 15 september 2017;20:52;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;;4;;€ 0,00;€ 31,80;€ 31,80;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 29,80

Houten;Enise Vervloet;06-34913871;EniseVervloet@rhyta.com;Bovencamp 128;Houten;woensdag 16 oktober 2019;Bezorgen;woensdag 16 oktober 2019;18:08;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;€ 85,65;;€ 0,00;€ 85,65
;;;;;;;;;;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 23,90;;;;

Kampen;Jacobina Luyten;06-88936449;JacobinaLuyten@fleckens.hu;Lijsterbesstraat 54;Kampen;vrijdag 5 januari 2018;Afhalen;vrijdag 5 januari 2018;18:41;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Bergen op Zoom;Zachary Lommerse;06-82729912;ZacharyLommerse@gustr.com;Randweg West 57;Bergen op Zoom;donderdag 19 april 2018;Bezorgen;donderdag 19 april 2018;17:28;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;€ 2,00;1;Paprikamix, Kaasmix, Chorizo, Salami;€ 4,50;€ 15,45;€ 15,45;;€ 0,00;€ 15,45

Den Helder;Elisah van der Brugge;06-13339658;ElisahvanderBrugge@dayrep.com;Marsdiepstraat 104;Den Helder;zondag 29 oktober 2017;Afhalen;zondag 29 oktober 2017;16:02;Beenham;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;€ 31,85;3e pizza gratis bij bezorgen;€ 0,00;€ 31,85
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 9,95;;;;

Kampen;Josepha Adriaensen;06-88669410;JosephaAdriaensen@jourrapide.com;Sint Nicolaasdijk 144;Kampen;zaterdag 23 september 2017;Afhalen;zaterdag 23 september 2017;17:54;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;€ 21,90;;€ 0,00;€ 21,90
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 12,95;;;;

Zaandam;Zoya Gotink;06-47249976;ZoyaGotink@jourrapide.com;Sacharovlaan 63;Hellevoetsluis;donderdag 18 april 2019;Bezorgen;donderdag 18 april 2019;20:35;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 41,80;;€ 0,00;€ 41,80
;;;;;;;;;;Americana;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 19,90;;;;

Osdorp;Mitchell Hazen;06-21899226;MitchellHazen@superrito.com;Schaapsdijkweg 129;Venlo;maandag 12 maart 2018;Bezorgen;maandag 12 maart 2018;16:51;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

Amsterdam Oostelijke Handelskade;Li van Tussenbroek;06-77053905;LivanTussenbroek@teleworm.us;Helmholtzstraat 154;Amsterdam;woensdag 15 november 2017;Afhalen;woensdag 15 november 2017;17:20;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 23,90;€ 55,70;;€ 0,00;€ 55,70
;;;;;;;;;;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 13,90;;;;

Sneek;Jake Sabel;06-68080426;JakeSabel@dayrep.com;Klam 66;Sneek;zondag 6 mei 2018;Bezorgen;zondag 6 mei 2018;20:30;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;€ 27,90;;€ 0,00;€ 27,90

Den Helder;Torben Verhagen;06-40426441;TorbenVerhagen@teleworm.us;Petrus Planciusstraat 99;Den Helder;woensdag 18 oktober 2017;Afhalen;woensdag 18 oktober 2017;17:43;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 8,95;€ 48,75;2e pizza gratis bij afhalen;€ 6,95;€ 41,80
;;;;;;;;;;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;

Bussum;Orin Budak;06-77381672;OrinBudak@armyspy.com;Fortlaan 174;Bussum;zaterdag 4 mei 2019;Afhalen;zaterdag 4 mei 2019;16:06;Veggi;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;€ 15,90;;€ 0,00;€ 15,90

Den Haag Oude Haagweg;Tuan Schaaf;06-37566204;TuanSchaaf@jourrapide.com;Jozef Israelskade 74;Amsterdam;zondag 29 december 2019;Bezorgen;zondag 29 december 2019;20:43;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;€ 2,00;4;;€ 0,00;€ 51,80;€ 123,50;;€ 0,00;€ 123,50
;;;;;;;;;;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 19,90;;;;

Alkmaar;Ronan Woelders;06-45355264;RonanWoelders@gustr.com;Schoklandstraat 179;Alkmaar;zondag 15 januari 2017;Bezorgen;zondag 15 januari 2017;18:16;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 49,80;;€ 0,00;€ 49,80
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;

Hilversum;Jarich Halma;06-16644827;JarichHalma@cuvox.de;Schuttersweg 194;Hilversum;maandag 4 juni 2018;Bezorgen;maandag 4 juni 2018;20:02;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 13,95;2e pizza gratis bij afhalen;€ 0,00;€ 13,95

Leidschendam;Gerlof de Booij;06-20844236;GerlofdeBooij@fleckens.hu;Abraham Douglaslaan 138;Voorburg;maandag 15 mei 2017;Afhalen;maandag 15 mei 2017;16:26;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 25,90;€ 51,75;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 49,75
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 7,95;;;;

Arnhem;Dionisius Verhappen;06-29297955;DionisiusVerhappen@fleckens.hu;Johan de Wittlaan 40;Arnhem;donderdag 10 oktober 2019;Afhalen;donderdag 10 oktober 2019;17:23;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 13,95;€ 56,75;25% korting op je bestelling;€ 14,19;€ 42,56
;;;;;;;;;;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Shoarma;Large Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Supreme;Large Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 23,90;;;;

Ede;Cor Niemantsverdriet;06-29579824;CorNiemantsverdriet@fleckens.hu;Marktplein 191;Ederveen;zondag 3 november 2019;Afhalen;zondag 3 november 2019;17:44;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Valkenswaard;Nasra Blansjaar;06-50965568;NasraBlansjaar@einrot.com;Beukenlaan 161;Valkenswaard;donderdag 26 juli 2018;Afhalen;donderdag 26 juli 2018;19:47;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;;4;Tonijn;€ 1,50;€ 53,80;€ 81,60;;€ 0,00;€ 81,60
;;;;;;;;;;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;;4;;€ 0,00;€ 27,80;;;;

Brunssum;Iman Webers;06-63825296;ImanWebers@dayrep.com;Keizerstraat 15;Brunssum;woensdag 19 september 2018;Afhalen;woensdag 19 september 2018;16:12;Supreme;Large Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 11,95;€ 23,90;;€ 0,00;€ 23,90
;;;;;;;;;;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;;1;Paprikamix, Champignons, Groene Olijven, Chorizo;€ 4,00;€ 11,95;;;;

Haarlem Zuid;Filipe Amir;06-48803238;FilipeAmir@armyspy.com;Dorreboomstraat 32;Haarlem;maandag 13 augustus 2018;Bezorgen;maandag 13 augustus 2018;19:07;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 35,80;€ 35,80;;€ 0,00;€ 35,80

Terneuzen;Steffy Bierma;06-49348831;SteffyBierma@dayrep.com;Eversdam 114;Zuiddorpe;dinsdag 6 augustus 2019;Bezorgen;dinsdag 6 augustus 2019;19:46;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 18,90;25% korting op je bestelling;€ 4,73;€ 14,18
;;;;;;;;;;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;

Den Helder;Lesley-Ann van der Vinne;06-82529767;Lesley-AnnvanderVinne@gustr.com;Middelzand 97;Den Helder;vrijdag 19 oktober 2018;Afhalen;vrijdag 19 oktober 2018;20:50;Caprese;Medium Pizza;Tomatensaus;€ 4,95;;2;Ham, Kip;€ 2,00;€ 13,90;€ 13,90;;€ 0,00;€ 13,90

Haarlem Zuid;Donatella Vork;06-25936565;DonatellaVork@superrito.com;Gedempte Raamgracht 26;Haarlem;zondag 3 november 2019;Bezorgen;zondag 3 november 2019;16:02;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;€ 2,00;4;;€ 0,00;€ 55,80;€ 55,80;3e pizza gratis bij bezorgen;€ 0,00;€ 55,80

Dordrecht Van Oldenbarneveltplein;Jackie Ouwerkerk;06-19402031;JackieOuwerkerk@cuvox.de;Geldelozepad 140;Dordrecht;zaterdag 21 juli 2018;Bezorgen;zaterdag 21 juli 2018;20:22;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

Den Helder;Darcy Wentink;06-60196919;DarcyWentink@jourrapide.com;Drooghe Bol 36;Den Helder;vrijdag 21 december 2018;Bezorgen;vrijdag 21 december 2018;18:40;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 97,60;;€ 0,00;€ 97,60
;;;;;;;;;;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 55,80;;;;
;;;;;;;;;;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;€ 2,00;1;;€ 0,00;€ 7,95;;;;

Delfzijl;Casey Berger;06-45388825;CaseyBerger@cuvox.de;Ae-Weg 30;Woldendorp;zaterdag 21 december 2019;Bezorgen;zaterdag 21 december 2019;20:49;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 32,85;3e pizza gratis bij bezorgen;€ 0,00;€ 32,85
;;;;;;;;;;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;€ 2,00;2;;€ 0,00;€ 23,90;;;;

Wijchen;Hendri Takens;06-64375821;HendriTakens@teleworm.us;Kasteellaan 20;Wijchen;woensdag 22 november 2017;Afhalen;woensdag 22 november 2017;20:19;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 19,90;€ 57,70;;€ 0,00;€ 57,70
;;;;;;;;;;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;Knoflooksaus Swirl, Spinazie;€ 1,50;€ 20,90;;;;
;;;;;;;;;;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 7,95;;;;

Barendrecht;Donnie Beemer;06-13406699;DonnieBeemer@cuvox.de;Boterbloem 114;Barendrecht;dinsdag 17 april 2018;Afhalen;dinsdag 17 april 2018;20:55;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;;3;;€ 0,00;€ 26,85;€ 56,65;2e pizza gratis bij afhalen;€ 6,95;€ 49,70
;;;;;;;;;;Hawaii;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Stokbrood Kruidenboter;;;€ 1,95; ; 1;;;€ 1,95;;;;
;;;;;;;;;;Chicken Combobox;;;€ 5,95; ; 1;;;€ 5,95;;;;

Utrecht Rijnlaan;Roxy van Ramshorst;06-98719686;RoxyvanRamshorst@einrot.com;Simon Bolivarstraat 53;Utrecht;donderdag 15 november 2018;Afhalen;donderdag 15 november 2018;19:14;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 27,90;€ 27,90;;€ 0,00;€ 27,90

Den Haag Oude Haagweg;Jo-Ann Besselink;06-18576764;Jo-AnnBesselink@einrot.com;Holzbroekstraat 167;Kerkrade;vrijdag 27 januari 2017;Afhalen;vrijdag 27 januari 2017;19:54;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 13,95;€ 26,40;;€ 0,00;€ 26,40
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;;1;Bacon, Chorizo, Gorgonzola, Beenham;€ 4,50;€ 12,45;;;;

Eindhoven Tongelre;Iggy van Hove;06-84523747;IggyvanHove@superrito.com;Dongelaan 151;Eindhoven;zondag 22 december 2019;Bezorgen;zondag 22 december 2019;20:31;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 34,85;;€ 0,00;€ 34,85
;;;;;;;;;;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;

Den Haag Goudenregenplein;Marguerite Kamphuis;06-10270805;MargueriteKamphuis@rhyta.com;Acquoyseweg 55;Acquoy;donderdag 27 juni 2019;Bezorgen;donderdag 27 juni 2019;19:57;Beenham;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;€ 74,70;;€ 0,00;€ 74,70
;;;;;;;;;;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;€ 2,00;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;

Velp;Aimane Schasfoort;06-57815894;AimaneSchasfoort@einrot.com;Kouter 129;Gemert;woensdag 16 augustus 2017;Afhalen;woensdag 16 augustus 2017;16:01;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 10,95;€ 45,70;;€ 0,00;€ 45,70
;;;;;;;;;;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;;2;;€ 0,00;€ 9,90;;;;
;;;;;;;;;;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;

Terneuzen;Yilmaz Nieuwhof;06-94507813;YilmazNieuwhof@rhyta.com;Konijnenbergweg 1;Biervliet;zondag 22 januari 2017;Afhalen;zondag 22 januari 2017;19:26;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;€ 50,70;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 48,70
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 17,90;;;;

Almere;Teis Quispel;06-35017482;TeisQuispel@rhyta.com;Watercipresstraat 107;Almere;maandag 14 mei 2018;Bezorgen;maandag 14 mei 2018;19:07;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 29,90;€ 56,30;;€ 0,00;€ 56,30
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;€ 2,00;1;Kaas, Tonijn;€ 2,50;€ 12,45;;;;
;;;;;;;;;;Deluxe;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;

Assen;Roelant van Roon;06-78968610;RoelantvanRoon@armyspy.com;Beethovenplaats 165;Assen;woensdag 24 april 2019;Afhalen;woensdag 24 april 2019;17:18;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 11,95;€ 36,85;;€ 0,00;€ 36,85
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Sweet Icing Saus;;;€ 0,50; ; 2;;;€ 1,00;;;;

Tilburg Thomas van Aquinostraat;Steef van Veghel;06-43988499;SteefvanVeghel@fleckens.hu;Edisonlaan 168;Tilburg;zondag 12 mei 2019;Afhalen;zondag 12 mei 2019;16:32;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;;2;Ananas, Champignons;€ 2,00;€ 17,90;€ 17,90;;€ 0,00;€ 17,90

Weert;Philip van de Wardt;06-55224130;PhilipvandeWardt@jourrapide.com;Molenstraat 157;Weert;dinsdag 29 mei 2018;Afhalen;dinsdag 29 mei 2018;20:38;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;€ 15,90;;€ 0,00;€ 15,90

Breda Graaf Hendrik III Plein;Mouhsine Bras;06-25177449;MouhsineBras@jourrapide.com;Brederostraat 38;Breda;vrijdag 20 september 2019;Bezorgen;vrijdag 20 september 2019;18:53;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 51,80;;€ 0,00;€ 51,80
;;;;;;;;;;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 29,90;;;;

Almere;Peter-Jan van Polanen;06-27882580;Peter-JanvanPolanen@superrito.com;Muidergouw 153;Almere;maandag 12 juni 2017;Bezorgen;maandag 12 juni 2017;19:03;Kick'n Chicken;;;€ 3,95; ; 4;;;€ 15,80;€ 24,60;;€ 0,00;€ 24,60
;;;;;;;;;;Sweet Icing Saus;;;€ 0,50; ; 2;;;€ 1,00;;;;
;;;;;;;;;;Poffertjes;;;€ 1,95; ; 4;;;€ 7,80;;;;

Geldrop;Berdan Berkhoff;06-40077750;BerdanBerkhoff@dayrep.com;Sluisstraat 31;Geldrop;donderdag 17 januari 2019;Bezorgen;donderdag 17 januari 2019;19:17;0.33 liter Nestea Sparkling Lemon;;;€ 1,50; ; 1;;;€ 1,50;€ 1,50;;€ 0,00;€ 1,50

Rotterdam Schiebroek;Nieke Coort;06-95142429;NiekeCoort@teleworm.us;Gaffelstraat 175;Rotterdam;vrijdag 14 december 2018;Afhalen;vrijdag 14 december 2018;19:11;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 17,90;€ 59,65;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 57,65
;;;;;;;;;;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 9,95;;;;

Roermond;Dayanara van den Boer;06-33967518;DayanaravandenBoer@dayrep.com;Fokkerstraat 132;Roermond;donderdag 10 oktober 2019;Bezorgen;donderdag 10 oktober 2019;18:44;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 110,55;;€ 0,00;€ 110,55
;;;;;;;;;;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
